alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,address1,address2,address3,city,country,display_address,state,zip_code,latitude,longitude,categories_num,category_1_alias,category_1_title,category_2_alias,category_2_title,category_3_alias,category_3_title
logan-street-denver,(720) 617-9400,3212.292694689379,6dmt-ALx7sWcIThFLCTXmw,https://s3-media1.fl.yelpcdn.com/bphoto/FZLIc8OrguTLi48_diqvtw/o.jpg,False,Logan Street,+17206179400,$$,4.0,32,[],https://www.yelp.com/biz/logan-street-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,400 E 7th Ave,,,Denver,US,"['400 E 7th Ave', 'Denver, CO 80203']",CO,80203,39.72714,-104.98222,3,wine_bars,Wine Bars,newamerican,American (New),seafood,Seafood
acme-delicatessen-denver-2,(720) 460-3706,49.88892951573629,y7v8I2jUO-JV66MlBNb3gQ,https://s3-media2.fl.yelpcdn.com/bphoto/SOqidY_qks04GzU-PYNFyQ/o.jpg,False,Acme Delicatessen,+17204603706,$$,2.5,52,[],https://www.yelp.com/biz/acme-delicatessen-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1701 Wynkoop St,,The Great Hall Of Denver Union Station,Denver,US,"['1701 Wynkoop St', 'The Great Hall Of Denver Union Station', 'Denver, CO 80202']",CO,80202,39.7530550976684,-105.000243522227,1,delis,Delis,,,,
little-india-restaurant-and-bar-denver-5,(303) 629-5777,839.0589530067818,d2ru6HhcKITjBx1rXETAfA,https://s3-media4.fl.yelpcdn.com/bphoto/cfhLlRyknT9gknLKR5MKkw/o.jpg,False,Little India Restaurant & Bar,+13036295777,$$,3.5,494,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/little-india-restaurant-and-bar-denver-5?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1533 Champa St,,,Denver,US,"['1533 Champa St', 'Denver, CO 80202']",CO,80202,39.746269,-104.994749,3,indpak,Indian,vegetarian,Vegetarian,gluten_free,Gluten-Free
ivy-on-7th-denver,(720) 828-8180,3224.5233671591845,1a_ISxlJMsw4CpIMjTvMrw,https://s3-media2.fl.yelpcdn.com/bphoto/ehYZ_59L2zAz9CgPkqkYDg/o.jpg,False,Ivy on 7th,+17208288180,,4.0,89,[],https://www.yelp.com/biz/ivy-on-7th-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,410 E 7th Ave,,,Denver,US,"['410 E 7th Ave', 'Denver, CO 80203']",CO,80203,39.7271835374012,-104.981952630894,3,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch,tradamerican,American (Traditional)
los-molinos-denver,(303) 900-0804,1223.0863952070192,pWzo1yo9m_1jHCtI0ylD_Q,https://s3-media1.fl.yelpcdn.com/bphoto/tKMtofcandg3GAZ_OdVNYw/o.jpg,False,Los Molinos,+13039000804,,4.5,2,[],https://www.yelp.com/biz/los-molinos-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,906 Curtis St,,,Denver,US,"['906 Curtis St', 'Denver, CO 80204']",CO,80204,39.742102,-105.003979427788,3,mexican,Mexican,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch
zaika-indian-express-denver,(303) 830-1000,3232.4045104170846,F9Kkf86CD8y9x6MYroUENQ,https://s3-media3.fl.yelpcdn.com/bphoto/yXGmUWwsjmzEwzOZCXnTfA/o.jpg,False,Zaika Indian Express,+13038301000,$$,4.5,200,"['delivery', 'pickup']",https://www.yelp.com/biz/zaika-indian-express-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,575 Lincoln St,Ste B,,Denver,US,"['575 Lincoln St', 'Ste B', 'Denver, CO 80203']",CO,80203,39.72537,-104.9864,1,indpak,Indian,,,,
gaetanos-denver,(303) 455-9852,2052.4690059204004,wPU-0BiY5vz2ARPBBzAXrA,https://s3-media3.fl.yelpcdn.com/bphoto/8St0xzoGbZKvKTiO9Lgw2Q/o.jpg,False,Gaetano's,+13034559852,$$,3.5,539,[],https://www.yelp.com/biz/gaetanos-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3760 Tejon St,,,Denver,US,"['3760 Tejon St', 'Denver, CO 80211']",CO,80211,39.76909,-105.01087,3,italian,Italian,bars,Bars,breakfast_brunch,Breakfast & Brunch
revel-social-denver,(303) 498-0862,850.5962457494896,VDY3dCb2_9wPA7ZbZPdpnA,https://s3-media2.fl.yelpcdn.com/bphoto/blSFvVnyHyTceEggzIJLcg/o.jpg,False,Revel Social,+13034980862,,3.5,63,"['delivery', 'pickup']",https://www.yelp.com/biz/revel-social-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2229 Blake St,Ste 104,,Denver,US,"['2229 Blake St', 'Ste 104', 'Denver, CO 80205']",CO,80205,39.75669,-104.99152,3,bars,Bars,breakfast_brunch,Breakfast & Brunch,newamerican,American (New)
sukiya-ramen-denver,,3443.948322473865,F98ssd7GdgMstjnh6tl0EA,https://s3-media2.fl.yelpcdn.com/bphoto/mVtSmWW0xZImpqCuGX_YYQ/o.jpg,False,Sukiya Ramen,,,5.0,2,[],https://www.yelp.com/biz/sukiya-ramen-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,450 Broadway,,,Denver,US,"['450 Broadway', 'Denver, CO 80203']",CO,80203,39.72326,-104.987281,1,ramen,Ramen,,,,
wild-corgi-pub-denver,(303) 832-7636,2936.597623278902,6F4_oM9oRzBDc7KeTEtvcw,https://s3-media1.fl.yelpcdn.com/bphoto/I62ZV80HNNHvwrb0IuCg5g/o.jpg,False,Wild Corgi Pub,+13038327636,,4.5,27,[],https://www.yelp.com/biz/wild-corgi-pub-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1223 E 13th Ave,,,Denver,US,"['1223 E 13th Ave', 'Denver, CO 80218']",CO,80218,39.736985832484,-104.972323402762,2,pubs,Pubs,tradamerican,American (Traditional),,
snarfburger-denver-2,(720) 535-5184,2197.6775574714848,kcuctG2SkdH-XHi49756jA,https://s3-media2.fl.yelpcdn.com/bphoto/iuP_eF7nJLDyTSLnfWcVZA/o.jpg,False,Snarfburger,+17205355184,,3.5,14,[],https://www.yelp.com/biz/snarfburger-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2535 Federal Blvd,,,Denver,US,"['2535 Federal Blvd', 'Denver, CO 80211']",CO,80211,39.7543222483299,-105.025583691895,2,burgers,Burgers,sandwiches,Sandwiches,,
mister-oso-denver,,2243.8989399539514,yXVJ_K6vdpM3PwfHfkyn5g,https://s3-media3.fl.yelpcdn.com/bphoto/LPepncEWSYTWTviiWF1zPQ/o.jpg,False,Mister Oso,,,5.0,1,[],https://www.yelp.com/biz/mister-oso-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3163 Larimer St,,,Denver,US,"['3163 Larimer St', 'Denver, CO 80205']",CO,80205,39.76424,-104.97848,1,mexican,Mexican,,,,
lou-s-denver,(303) 860-2929,3119.087118117919,kTx7dZ2t6zIyXWs2sONPlw,https://s3-media2.fl.yelpcdn.com/bphoto/1AbGHIeIZqHR56uqrKU-_Q/o.jpg,False,Lou’s,+13038602929,,4.0,19,[],https://www.yelp.com/biz/lou-s-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,701 Grant St,,,Denver,US,"['701 Grant St', 'Denver, CO 80203']",CO,80203,39.727421,-104.983825,2,chickenshop,Chicken Shop,salad,Salad,,
la-doña-al-pastor-taqueria-denver,,2744.554865051279,3lmVZv1O7lh3pTSF55zwjA,https://s3-media2.fl.yelpcdn.com/bphoto/gHjxoyJQ8atBZEcqBWus_w/o.jpg,False,La Doña Al Pastor Taqueria,,,4.5,6,[],https://www.yelp.com/biz/la-do%C3%B1a-al-pastor-taqueria-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3501 Wazee St,,,Denver,US,"['3501 Wazee St', 'Denver, CO 80216']",CO,80216,39.76944,-104.97676,1,tacos,Tacos,,,,
the-avenue-grill-denver,(303) 861-2820,2091.113755235829,zcXVR5zbkeL8RJzXve3ctg,https://s3-media3.fl.yelpcdn.com/bphoto/pZUdoHJPRisQdOkT1GOk3w/o.jpg,False,The Avenue Grill,+13038612820,$$,4.0,303,"['pickup', 'delivery']",https://www.yelp.com/biz/the-avenue-grill-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,630 E 17th Ave,,,Denver,US,"['630 E 17th Ave', 'Denver, CO 80203']",CO,80203,39.7430648803711,-104.97900390625,3,breakfast_brunch,Breakfast & Brunch,cocktailbars,Cocktail Bars,tradamerican,American (Traditional)
marquis-pizza-denver,(303) 292-2829,639.8171983152267,rZz_Dh-F2HRvY998eWWb1g,https://s3-media1.fl.yelpcdn.com/bphoto/jQueDHjoJXBzAYDBQnBlYw/o.jpg,False,Marquis Pizza,+13032922829,$,4.0,258,"['pickup', 'delivery']",https://www.yelp.com/biz/marquis-pizza-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2009 Larimer St,,,Denver,US,"['2009 Larimer St', 'Denver, CO 80205']",CO,80205,39.75338,-104.99252,1,pizza,Pizza,,,,
tasty-thai-denver,(303) 813-1000,2091.6102057045737,EgTMz6VEejeDZDSTcmYakw,https://s3-media1.fl.yelpcdn.com/bphoto/gq2qrKGeXYzcodOnGJKwMw/o.jpg,False,Tasty Thai,+13038131000,$$,4.0,44,"['pickup', 'delivery']",https://www.yelp.com/biz/tasty-thai-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,406 E Colfax Ave,,,Denver,US,"['406 E Colfax Ave', 'Denver, CO 80203']",CO,80203,39.73991,-104.98202,2,thai,Thai,soulfood,Soul Food,,
potager-denver,(303) 832-5788,2948.912832108143,T0oDpWqZWOjli02HuIO3DQ,https://s3-media2.fl.yelpcdn.com/bphoto/VlzD2fAzWRhgCzjv-G3svQ/o.jpg,False,Potager,+13038325788,$$$,4.0,336,[],https://www.yelp.com/biz/potager-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1109 Ogden St,,,Denver,US,"['1109 Ogden St', 'Denver, CO 80218']",CO,80218,39.73396,-104.97542,1,newamerican,American (New),,,,
table-6-denver,(303) 831-8800,3702.2707884739284,ydbPYReX0IrY1D41fLB3pA,https://s3-media4.fl.yelpcdn.com/bphoto/5NnAfvpRNzoDT20G5W8aGw/o.jpg,False,Table 6,+13038318800,$$,4.0,451,[],https://www.yelp.com/biz/table-6-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,609 Corona St,,,Denver,US,"['609 Corona St', 'Denver, CO 80218']",CO,80218,39.7258,-104.97428,2,newamerican,American (New),wine_bars,Wine Bars,,
bar-helix-denver-2,(720) 449-8587,2645.354983063086,TDFaPAP8QCSmEIJ_1QQyOA,https://s3-media3.fl.yelpcdn.com/bphoto/fwqSSF9jgBOWHIWghlnMGQ/o.jpg,False,bar helix,+17204498587,$$,4.0,59,[],https://www.yelp.com/biz/bar-helix-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3440 Larimer St,,,Denver,US,"['3440 Larimer St', 'Denver, CO 80205']",CO,80205,39.7665532,-104.9748451,3,cocktailbars,Cocktail Bars,lounges,Lounges,tapasmallplates,Tapas/Small Plates
the-lumber-baron-inn-and-gardens-denver,(303) 477-8205,2366.351128777097,Tf_duo-O6F6Z_DEyfdJuDw,https://s3-media1.fl.yelpcdn.com/bphoto/8yQzd1P9OPYixg2yUfJZ1w/o.jpg,False,The Lumber Baron Inn & Gardens,+13034778205,,4.0,91,[],https://www.yelp.com/biz/the-lumber-baron-inn-and-gardens-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2555 W 37th Ave,,,Denver,US,"['2555 W 37th Ave', 'Denver, CO 80211']",CO,80211,39.76838,-105.01876,3,bedbreakfast,Bed & Breakfast,venues,Venues & Event Spaces,breakfast_brunch,Breakfast & Brunch
choice-market-denver-3,(720) 459-7233,1403.2839265376758,aMqgBLM8zuJYUGQIhk3rlw,https://s3-media2.fl.yelpcdn.com/bphoto/1yvfj8wMvbvMhAhzm2utVA/o.jpg,False,Choice Market,+17204597233,$$,4.0,61,"['pickup', 'delivery']",https://www.yelp.com/biz/choice-market-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1770 N Broadway,,,Denver,US,"['1770 N Broadway', 'Denver, CO 80202']",CO,80202,39.7447230452637,-104.987205517305,3,convenience,Convenience Stores,markets,Fruits & Veggies,sandwiches,Sandwiches
the-hornet-denver-2,(303) 777-7676,3994.77698605774,QmgLDVzZl_91e3-GceV-5w,https://s3-media2.fl.yelpcdn.com/bphoto/We3ZO0RMYl_7e4rkziSMbQ/o.jpg,False,The Hornet,+13037777676,$$,4.0,676,"['pickup', 'delivery']",https://www.yelp.com/biz/the-hornet-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,76 Broadway,,,Denver,US,"['76 Broadway', 'Denver, CO 80203']",CO,80203,39.71809,-104.9871,1,tradamerican,American (Traditional),,,,
true-west-kitchen-denver,(303) 942-1201,1584.0222389494054,SpQoUE5ksXq0zvppbisHnw,https://s3-media2.fl.yelpcdn.com/bphoto/RXMyIG2pBg-6YHIYW7RzaQ/o.jpg,False,True West Kitchen,+13039421201,,5.0,1,"['pickup', 'delivery']",https://www.yelp.com/biz/true-west-kitchen-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2706 Larimer St,,,Denver,US,"['2706 Larimer St', 'Denver, CO 80205']",CO,80205,39.75945,-104.98366,2,tradamerican,American (Traditional),juicebars,Juice Bars & Smoothies,,
green-fine-salad-co-denver,(303) 291-6965,1003.4712144616227,O1gEHnDQcvEelDspWDWb5A,https://s3-media2.fl.yelpcdn.com/bphoto/6_s3ETJartXqWF1wYK5yvA/o.jpg,False,Green Fine Salad Co,+13032916965,$,4.0,71,"['pickup', 'delivery']",https://www.yelp.com/biz/green-fine-salad-co-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,707 17th St,Ste 110,,Denver,US,"['707 17th St', 'Ste 110', 'Denver, CO 80202']",CO,80202,39.747069430225,-104.990752879099,2,salad,Salad,steak,Steakhouses,,
meadow-lark-farm-dinners-denver,(510) 847-4236,2805.279877834266,v17HR-dKH3ny_6SZBnNE2w,https://s3-media3.fl.yelpcdn.com/bphoto/FPqaexzvRJZJeTr3X5IfFw/o.jpg,False,Meadow Lark Farm Dinners,+15108474236,$$$$,5.0,6,[],https://www.yelp.com/biz/meadow-lark-farm-dinners-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,,,,Denver,US,"['Denver, CO 80203']",CO,80203,39.73121,-104.98225,1,italian,Italian,,,,
dos-abuelas-denver-3,(720) 634-6952,1868.0880656802035,CV7ZAZWEh7_JIlx6dbpyKA,https://s3-media1.fl.yelpcdn.com/bphoto/qQaw-L-wpv0cC3pTDcXC0A/o.jpg,False,Dos Abuelas,+17206346952,$$,3.5,12,"['pickup', 'delivery']",https://www.yelp.com/biz/dos-abuelas-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2927 Larimer St,,,Denver,US,"['2927 Larimer St', 'Denver, CO 80205']",CO,80205,39.761925588376,-104.981737592597,3,foodtrucks,Food Trucks,puertorican,Puerto Rican,tapasmallplates,Tapas/Small Plates
bamboo-sushi-lohi-denver,(303) 284-6600,1335.0426623664252,_aYghdxATjY8ET38IkIlzw,https://s3-media1.fl.yelpcdn.com/bphoto/JGdpz_pH-9WlcHfM8WoIXw/o.jpg,False,Bamboo Sushi LoHi,+13032846600,$$$,4.5,192,"['pickup', 'delivery']",https://www.yelp.com/biz/bamboo-sushi-lohi-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2715 17th St,,,Denver,US,"['2715 17th St', 'Denver, CO 80211']",CO,80211,39.761516,-105.010464,2,sushi,Sushi Bars,japanese,Japanese,,
pizzeria-colore-denver,(303) 534-2111,1462.4584371530052,Bj9VTiTsEnTaXCEWKWCnaA,https://s3-media2.fl.yelpcdn.com/bphoto/xHWF8CdPGNGVbOkdDORw7A/o.jpg,False,Pizzeria Colore,+13035342111,$,4.5,74,['pickup'],https://www.yelp.com/biz/pizzeria-colore-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1647 Court Pl,,,Denver,US,"['1647 Court Pl', 'Denver, CO 80202']",CO,80202,39.7432287,-104.9880444,2,italian,Italian,pizza,Pizza,,
crema-coffee-house-denver-2,,1822.2347808799886,kZGotdsAt2Bh9QGmHgrEIg,https://s3-media1.fl.yelpcdn.com/bphoto/X3fUAFy1liKGObQ3tDL6zQ/o.jpg,False,Crema Coffee House,,$,4.5,561,['delivery'],https://www.yelp.com/biz/crema-coffee-house-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2862 Larimer St,Unit B,,Denver,US,"['2862 Larimer St', 'Unit B', 'Denver, CO 80205']",CO,80205,39.76117,-104.98174,3,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch,cafes,Cafes
dulce-vida-denver,(303) 954-8665,2051.3624044760318,dybVqea5pjn-KKyD5rAjCg,https://s3-media2.fl.yelpcdn.com/bphoto/IDfNHVp5OViXQ0vAk7gpLw/o.jpg,False,Dulce Vida,+13039548665,$$,4.0,65,"['pickup', 'delivery']",https://www.yelp.com/biz/dulce-vida-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1201 Cherokee St,,,Denver,US,"['1201 Cherokee St', 'Denver, CO 80204']",CO,80204,39.7353364065781,-104.991717476782,3,tradamerican,American (Traditional),breakfast_brunch,Breakfast & Brunch,beerbar,Beer Bar
snarfs-sandwiches-denver-2,(303) 832-9999,2983.26981827247,Nc0A4vZK_kMvYNYX7vVrAw,https://s3-media2.fl.yelpcdn.com/bphoto/PtY8bu1--1OvVMZaNuhejw/o.jpg,False,Snarf's Sandwiches,+13038329999,$,4.0,557,"['pickup', 'delivery']",https://www.yelp.com/biz/snarfs-sandwiches-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1001 E 11th Ave,,,Denver,US,"['1001 E 11th Ave', 'Denver, CO 80218']",CO,80218,39.73393,-104.97495,3,sandwiches,Sandwiches,salad,Salad,italian,Italian
superfruit-republic-denver-5,(303) 997-9407,1431.2116486378454,yBMsoP9G1d7pbX0dy5bLcw,https://s3-media1.fl.yelpcdn.com/bphoto/WkFuFvMyIW_xoAMrClCXsQ/o.jpg,False,Superfruit Republic,+13039979407,$,4.0,88,"['pickup', 'delivery']",https://www.yelp.com/biz/superfruit-republic-denver-5?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1776 N Broadway,Ste 115,,Denver,US,"['1776 N Broadway', 'Ste 115', 'Denver, CO 80202']",CO,80202,39.7442909242824,-104.987248298433,3,juicebars,Juice Bars & Smoothies,acaibowls,Acai Bowls,vegetarian,Vegetarian
metropolis-coffee-denver-3,(720) 459-8791,1026.6007281397704,SNORUZuxVQRtez77ceOcGQ,https://s3-media2.fl.yelpcdn.com/bphoto/sYztdfAxE7-Gx9R5pmI6ig/o.jpg,False,Metropolis Coffee,+17204598791,$,4.0,85,['delivery'],https://www.yelp.com/biz/metropolis-coffee-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1661 Central St,,,Denver,US,"['1661 Central St', 'Denver, CO 80211']",CO,80211,39.758982,-105.008719,2,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch,,
mercury-cafe-denver,(303) 294-9258,1264.4223667116594,QIylo75fUWlVXy73HKGNKg,https://s3-media3.fl.yelpcdn.com/bphoto/op8EVXeIYyH5uqzaTqTCEQ/o.jpg,False,Mercury Cafe,+13032949258,$$,3.5,289,[],https://www.yelp.com/biz/mercury-cafe-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2199 California St,,,Denver,US,"['2199 California St', 'Denver, CO 80205']",CO,80205,39.7507619,-104.9851677,2,musicvenues,Music Venues,newamerican,American (New),,
protein-bar-denver-3,(303) 573-0204,1304.4972912046471,hAKx3wEMUxRLDFMq_Fnd8Q,https://s3-media3.fl.yelpcdn.com/bphoto/c3iDxrsXFgNsfZ2LUzDL_A/o.jpg,False,Protein Bar,+13035730204,$$,4.0,123,"['pickup', 'delivery']",https://www.yelp.com/biz/protein-bar-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1600 Glenarm,,,Denver,US,"['1600 Glenarm', 'Denver, CO 80202']",CO,80202,39.7437292054609,-104.990072659627,3,vegan,Vegan,newamerican,American (New),gluten_free,Gluten-Free
columbine-steak-house-and-lounge-denver,(303) 936-9110,4082.789267637767,2CSLeJMLjK_qKrIvOxMFKw,https://s3-media2.fl.yelpcdn.com/bphoto/n1jCdgP9wI_QnapWR0Yrtw/o.jpg,False,Columbine Steak House & Lounge,+13039369110,$$,4.0,296,[],https://www.yelp.com/biz/columbine-steak-house-and-lounge-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,300 Federal Blvd,,,Denver,US,"['300 Federal Blvd', 'Denver, CO 80219']",CO,80219,39.72129,-105.02483,2,steak,Steakhouses,lounges,Lounges,,
chickees-lil-kitchen-denver,(720) 329-3980,2946.255357390679,H2_irlesd5aGISMo-kQ_CQ,https://s3-media2.fl.yelpcdn.com/bphoto/cELWb1YsZg8e9SE9RY_zew/o.jpg,False,Chickee's Lil Kitchen,+17203293980,$,4.5,73,"['pickup', 'delivery']",https://www.yelp.com/biz/chickees-lil-kitchen-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,4340 Zuni St,,,Denver,US,"['4340 Zuni St', 'Denver, CO 80211']",CO,80211,39.7762,-105.01556,2,cajun,Cajun/Creole,mexican,Mexican,,
racines-restaurant-denver-2,(303) 595-0418,3185.747806674158,DR1nAuPk9TJ0Z2U_Jw7jiw,https://s3-media4.fl.yelpcdn.com/bphoto/1sGwT4zYHSk8wX1ZesyZNQ/o.jpg,False,Racines Restaurant,+13035950418,$$,4.0,600,[],https://www.yelp.com/biz/racines-restaurant-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,650 Sherman St,,,Denver,US,"['650 Sherman St', 'Denver, CO 80203']",CO,80203,39.7266464233398,-104.984489440918,3,tradamerican,American (Traditional),salad,Salad,breakfast_brunch,Breakfast & Brunch
the-dinner-detective-denver-3,(866) 496-0535,1041.4870676909181,AyM1ymftdObrBzPxhSR4oA,https://s3-media1.fl.yelpcdn.com/bphoto/R_MY6PczOiYtNPaanrbpXA/o.jpg,False,The Dinner Detective,+18664960535,$$,4.0,26,[],https://www.yelp.com/biz/the-dinner-detective-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1420 Stout St,,,Denver,US,"['1420 Stout St', 'Denver, CO 80202']",CO,80202,39.744221,-104.994682,1,dinnertheater,Dinner Theater,,,,
